pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_radj,pl_dens,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_disc,pl_disc_reflink,pl_facility,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_sp,st_logg,st_lum,st_metfe,st_metratio,st_age
Kepler-165,Kepler-165 b,Transit,2,8.180848,2.6E-05,-2.6E-05,0,,0.207,,570.07,5211,,0.77,,,,2.32,0.021,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-165_b/,http://exoplanets.org/detail/Kepler-165_b,,4.54,,,,
Kepler-165,Kepler-165 c,Transit,2,15.31299,5.7E-05,-5.7E-05,0,,0.199,,570.07,5211,,0.77,,,,2.23,0.021,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-165_c/,http://exoplanets.org/detail/Kepler-165_c,,4.54,,,,
Kepler-1650,Kepler-1650 b,Transit,1,1.53818001,1.55E-06,-1.54E-06,0,,0.086,,134.92,3410,0.33,0.33,,,,0.96,0.009,,2017,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,-1.871,-0.11,[Fe/H],
Kepler-1651,Kepler-1651 b,Transit,1,9.87863917,1.067E-05,-1.01E-05,0,,0.164,,66.54,3713,0.52,0.5,,,,1.84,0.017,,2017,<a refstr=MANN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..267M/abstract target=ref>Mann et al. 2017</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,,-1.368,-0.16,[Fe/H],
Kepler-1652,Kepler-1652 b,Transit,1,38.09722,0.00021,-0.00021,0,,0.143,9.9,,3638,0.4,0.38,268,,,1.6,0.015,91,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv171101267T/abstract target=ref>Torres et al. 2017</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1652_b/,,,4.88,-1.638,-0.3,[Fe/H],3.2
Kepler-1653,Kepler-1653 b,Transit,1,140.2524,0.003,-0.003,0,,0.194,3.08,,4807,0.72,0.69,284,,,2.17,0.02,146.7,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017arXiv171101267T/abstract target=ref>Torres et al. 2017</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,4.62,-0.636,-0.18,[Fe/H],7.7
Kepler-1654,Kepler-1654 b,Transit,1,1047.8356,0.0018,-0.0019,0,0.5,0.819,1.2,577.6,5597,1.01,1.18,206,0.5,158.915,9.18,0.084,370.3,2018,<a refstr=BEICHMAN_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..158B/abstract target=ref>Beichman et al. 2018</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,4.5,4.3,0.09,-0.088,[Fe/H],5
Kepler-1655,Kepler-1655 b,Transit,1,11.8728787,8.5E-06,-8.5E-06,0,0.01573,0.197,2.5,214.58,6148,1.03,1.03,,0.01573,5,2.213,0.02,20.5,2018,<a refstr=HAYWOOD_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv180308820H/abstract target=ref>Haywood et al. 2018</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1655_b/,,4,4.36,,-0.24,[Fe/H],2.56
Kepler-1656,Kepler-1656 b,Transit,1,31.578659,,,0,0.15291,0.448,2.13,186.88,5731,1.03,1.1,651,0.15291,48.6,5.02,0.046,38.7,2018,<a refstr=BRADY_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....156..147B/abstract target=ref>Brady et al. 2018</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,4.37,,0.19,[Fe/H],6.31
Kepler-1658,Kepler-1658 b,Transit,1,3.84937278,8E-07,-8E-07,0,5.88,1.07,6.36,806.07,6216,1.45,2.89,,5.88,1868.8404,11.994,0.11,4.04,2019,<a refstr=CHONTOS_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019arXiv190301591C/abstract target=ref>Chontos et al. 2019</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,3.67,,-0.18,[m/H],
Kepler-166,Kepler-166 b,Transit,3,7.650254,1.2E-05,-1.2E-05,0,,0.203,,614.16,5413,,0.74,,,,2.27,0.021,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-166_b/,http://exoplanets.org/detail/Kepler-166_b,,4.62,,,,
Kepler-166,Kepler-166 c,Transit,3,34.260281,0.000124,-0.000124,0,,0.212,,614.16,5413,,0.74,,,,2.38,0.022,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-166_c/,http://exoplanets.org/detail/Kepler-166_c,,4.62,,,,
Kepler-166,Kepler-166 d,Transit,3,1.55400393,1.44E-06,-1.44E-06,0,,0.154,,614.16,5413,,0.74,,,,1.73,0.016,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-166_d/,,,4.62,,,,
Kepler-1661,Kepler-1661 b,Transit,1,175.06,0.06,-0.06,0,0.05349,0.345,1.6,415.52,5100,0.84,0.76,243,0.05349,17,3.87,0.035,,2020,<a refstr=SOCIA_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020arXiv200102840S/abstract target=ref>Socia et al. 2020</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-1661_(ab)_b/,,5,4.66,,-0.12,[M/H],2
Kepler-167,Kepler-167 b,Transit,4,4.3931632,4.6E-06,-4.5E-06,0,,0.144,,345.31,4890,0.77,0.73,914,,,1.615,0.015,14.33,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-167_b/,http://exoplanets.org/detail/Kepler-167_b,5.4,4.61,-0.57,-0.03,[Fe/H],3.3
Kepler-167,Kepler-167 c,Transit,4,7.406114,1.2E-05,-1.1E-05,0,,0.138,,345.31,4890,0.77,0.73,768,,,1.548,0.014,20.3,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-167_c/,http://exoplanets.org/detail/Kepler-167_c,5.4,4.61,-0.57,-0.03,[Fe/H],3.3
Kepler-167,Kepler-167 d,Transit,4,21.803855,7.8E-05,-0.000119,0,,0.107,,345.31,4890,0.77,0.73,536,,,1.194,0.011,41.7,2016,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-167_d/,,5.4,4.61,-0.57,-0.03,[Fe/H],3.3
Kepler-167,Kepler-167 e,Transit,4,1071.23228,0.00056,-0.00056,0,,0.906,,345.31,4890,0.77,0.73,131,,,10.15,0.093,560,2016,<a refstr=KIPPING_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820..112K/abstract target=ref>Kipping et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-167_e/,,5.4,4.61,-0.57,-0.03,[Fe/H],3.3
Kepler-168,Kepler-168 b,Transit,2,4.425391,3.3E-05,-3.3E-05,0,,0.13,,1396,6282,,1.11,,,,1.46,0.013,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-168_b/,http://exoplanets.org/detail/Kepler-168_b,,4.42,,,,
Kepler-168,Kepler-168 c,Transit,2,13.193242,4.9E-05,-4.9E-05,0,,0.24,,1396,6282,,1.11,,,,2.69,0.025,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-168_c/,http://exoplanets.org/detail/Kepler-168_c,,4.42,,,,
Kepler-169,Kepler-169 b,Transit,5,3.250619,1.3E-05,-1.3E-05,0,,0.101,,411.34,4997,,0.76,,,,1.13,0.01,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-169_b/,http://exoplanets.org/detail/Kepler-169_b,,4.58,,,,
Kepler-169,Kepler-169 c,Transit,5,6.195469,2.9E-05,-2.9E-05,0,,0.108,,411.34,4997,,0.76,,,,1.21,0.011,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-169_c/,http://exoplanets.org/detail/Kepler-169_c,,4.58,,,,
Kepler-169,Kepler-169 d,Transit,5,8.348125,4.1E-05,-4.1E-05,0,,0.112,,411.34,4997,,0.76,,,,1.25,0.011,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-169_d/,http://exoplanets.org/detail/Kepler-169_d,,4.58,,,,
Kepler-169,Kepler-169 e,Transit,5,13.767102,3.4E-05,-3.4E-05,0,,0.196,,411.34,4997,,0.76,,,,2.2,0.02,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-169_e/,http://exoplanets.org/detail/Kepler-169_e,,4.58,,,,
Kepler-169,Kepler-169 f,Transit,5,87.090195,0.000406,-0.000406,0,,0.23,,411.34,4997,,0.76,,,,2.58,0.024,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-169_f/,http://exoplanets.org/detail/Kepler-169_f,,4.58,,,,
Kepler-17,Kepler-17 b,Transit,1,1.4857108,2E-07,-2E-07,0,2.45,1.31,1.35,735.91,5781,1.16,1.05,1570,2.45,778.65,14.68,0.135,5.48,2011,<a refstr=DESERT_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197...14D/abstract target=ref> D&eacute;sert et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-17_b/,http://exoplanets.org/detail/Kepler-17_b,4.2,4.53,,0.26,[Fe/H],1.78
Kepler-170,Kepler-170 b,Transit,2,7.930592,1.4E-05,-1.4E-05,0,,0.285,,754.64,5679,,1.03,,,,3.2,0.029,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-170_b/,http://exoplanets.org/detail/Kepler-170_b,,4.45,,,,
Kepler-170,Kepler-170 c,Transit,2,16.665863,5.3E-05,-5.3E-05,0,,0.255,,754.64,5679,,1.03,,,,2.86,0.026,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-170_c/,http://exoplanets.org/detail/Kepler-170_c,,4.45,,,,
Kepler-171,Kepler-171 b,Transit,3,4.166972,7E-06,-7E-06,0,,0.209,,885.43,5642,,0.84,,,,2.34,0.021,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-171_b/,http://exoplanets.org/detail/Kepler-171_b,,4.57,,,,
Kepler-171,Kepler-171 c,Transit,3,11.463462,2.6E-05,-2.6E-05,0,,0.228,,885.43,5642,,0.84,,,,2.56,0.024,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-171_c/,http://exoplanets.org/detail/Kepler-171_c,,4.57,,,,
Kepler-171,Kepler-171 d,Transit,3,39.595519,0.000699,-0.000699,0,,0.169,,885.43,5642,,0.84,,,,1.89,0.017,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-171_d/,http://exoplanets.org/detail/Kepler-171_d,,4.57,,,,
Kepler-172,Kepler-172 b,Transit,4,2.940309,7E-06,-7E-06,0,,0.21,,848.56,5526,,1.08,,,,2.35,0.022,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-172_b/,http://exoplanets.org/detail/Kepler-172_b,,4.38,,,,
Kepler-172,Kepler-172 c,Transit,4,6.388996,2E-05,-2E-05,0,,0.255,,848.56,5526,,1.08,,,,2.86,0.026,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-172_c/,http://exoplanets.org/detail/Kepler-172_c,,4.38,,,,
Kepler-172,Kepler-172 d,Transit,4,14.627119,0.000105,-0.000105,0,,0.201,,848.56,5526,,1.08,,,,2.25,0.021,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-172_d/,http://exoplanets.org/detail/Kepler-172_d,,4.38,,,,
Kepler-172,Kepler-172 e,Transit,4,35.118736,0.000253,-0.000253,0,,0.246,,848.56,5526,,1.08,,,,2.76,0.025,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-172_e/,http://exoplanets.org/detail/Kepler-172_e,,4.38,,,,
Kepler-173,Kepler-173 b,Transit,2,4.263742,2.1E-05,-2.1E-05,0,,0.115,,853.39,6031,,0.95,,,,1.29,0.012,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-173_b/,http://exoplanets.org/detail/Kepler-173_b,,4.4,,,,
Kepler-173,Kepler-173 c,Transit,2,8.005777,1.5E-05,-1.5E-05,0,,0.217,,853.39,6031,,0.95,,,,2.43,0.022,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-173_c/,http://exoplanets.org/detail/Kepler-173_c,,4.4,,,,
Kepler-174,Kepler-174 b,Transit,3,13.98179,2.4E-05,-2.4E-05,0,,0.175,,389.07,4880,,0.62,,,,1.96,0.018,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-174_b/,http://exoplanets.org/detail/Kepler-174_b,,4.68,,,,
Kepler-174,Kepler-174 c,Transit,3,44.000529,0.000265,-0.000265,0,,0.133,,389.07,4880,,0.62,,,,1.49,0.014,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-174_c/,http://exoplanets.org/detail/Kepler-174_c,,4.68,,,,
Kepler-174,Kepler-174 d,Transit,3,247.35373,0.002001,-0.002001,0,,0.195,,389.07,4880,,0.62,,,,2.19,0.02,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-174_d/,http://exoplanets.org/detail/Kepler-174_d,,4.68,,,,
Kepler-175,Kepler-175 b,Transit,2,11.903515,4.6E-05,-4.6E-05,0,,0.228,,1363.39,6064,,1.01,,,,2.56,0.024,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-175_b/,http://exoplanets.org/detail/Kepler-175_b,,4.47,,,,
Kepler-175,Kepler-175 c,Transit,2,34.035257,0.000279,-0.000279,0,,0.277,,1363.39,6064,,1.01,,,,3.1,0.028,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-175_c/,http://exoplanets.org/detail/Kepler-175_c,,4.47,,,,
Kepler-176,Kepler-176 b,Transit,4,5.433074,2.4E-05,-2.4E-05,0,,0.128,,535.4,5232,,0.89,,,,1.43,0.013,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-176_b/,http://exoplanets.org/detail/Kepler-176_b,,4.47,,,,
Kepler-176,Kepler-176 c,Transit,4,12.759712,3.3E-05,-3.3E-05,0,,0.232,,535.4,5232,,0.89,,,,2.6,0.024,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-176_c/,http://exoplanets.org/detail/Kepler-176_c,,4.47,,,,
Kepler-176,Kepler-176 d,Transit,4,25.751974,0.000115,-0.000115,0,,0.224,,535.4,5232,,0.89,,,,2.51,0.023,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-176_d/,http://exoplanets.org/detail/Kepler-176_d,,4.47,,,,
Kepler-176,Kepler-176 e,Transit,4,51.16579,0.0006432,-0.0006432,0,,0.129,,535.4,5232,,0.89,,,,1.45,0.013,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-176_e/,,,4.47,,,,
Kepler-177,Kepler-177 b,Transit,2,36.855,,,0,0.006,0.259,,1497.42,5942,,1.05,,0.006,2,2.9,0.027,,2013,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-177_b/,,,4.42,,,,
Kepler-177,Kepler-177 c,Transit,2,49.412,,,0,0.024,0.633,,1497.42,5942,,1.05,,0.024,7.5,7.1,0.065,,2013,<a refstr=XIE_2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...25X/abstract target=ref>Xie 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-177_c/,,,4.42,,,,
Kepler-178,Kepler-178 b,Transit,3,9.576694,2.1E-05,-2.1E-05,0,,0.259,,731.04,5676,,1.07,,,,2.9,0.027,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-178_b/,http://exoplanets.org/detail/Kepler-178_b,,4.33,,,,
Kepler-178,Kepler-178 c,Transit,3,20.552802,6.6E-05,-6.6E-05,0,,0.257,,731.04,5676,,1.07,,,,2.88,0.026,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-178_c/,http://exoplanets.org/detail/Kepler-178_c,,4.33,,,,
Kepler-178,Kepler-178 d,Transit,3,96.678988,0.000702,-0.000702,0,,0.352,,731.04,5676,,1.07,,,,3.95,0.036,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-178_d/,http://exoplanets.org/detail/Kepler-178_d,,4.33,,,,
Kepler-179,Kepler-179 b,Transit,2,2.735926,8E-06,-8E-06,0,,0.146,,616.39,5302,,0.76,,,,1.64,0.015,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-179_b/,http://exoplanets.org/detail/Kepler-179_b,,4.61,,,,
Kepler-179,Kepler-179 c,Transit,2,6.40013,1.7E-05,-1.7E-05,0,,0.178,,616.39,5302,,0.76,,,,2,0.018,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-179_c/,http://exoplanets.org/detail/Kepler-179_c,,4.61,,,,
Kepler-18,Kepler-18 b,Transit,3,3.504725,2.8E-05,-2.8E-05,0,0.022,0.178,4.9,438.51,5345,0.97,1.11,,0.022,6.9,2,0.018,8.58,2011,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-18_b/,http://exoplanets.org/detail/Kepler-18_b,,4.31,-0.031,0.19,[Fe/H],10
Kepler-18,Kepler-18 c,Transit,3,7.64159,3E-05,-3E-05,0,0.054,0.49,0.59,438.51,5345,0.97,1.11,,0.054,17.3,5.49,0.05,14.43,2011,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-18_c/,http://exoplanets.org/detail/Kepler-18_c,,4.31,-0.031,0.19,[Fe/H],10
Kepler-18,Kepler-18 d,Transit,3,14.85888,4E-05,-4E-05,0,0.052,0.623,0.27,438.51,5345,0.97,1.11,,0.052,16.4,6.98,0.064,22.48,2011,<a refstr=COCHRAN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJS..197....7C/abstract target=ref> Cochran et al. 2011 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-18_d/,http://exoplanets.org/detail/Kepler-18_d,,4.31,-0.031,0.19,[Fe/H],10
Kepler-180,Kepler-180 b,Transit,2,13.817124,0.000155,-0.000155,0,,0.134,,709.83,5731,,1.06,,,,1.5,0.014,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-180_b/,http://exoplanets.org/detail/Kepler-180_b,,4.34,,,,
Kepler-180,Kepler-180 c,Transit,2,41.885775,0.000228,-0.000228,0,,0.269,,709.83,5731,,1.06,,,,3.01,0.028,,2014,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-180_c/,http://exoplanets.org/detail/Kepler-180_c,,4.34,,,,
