pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_bmassj,pl_radj,pl_dens,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_massj,pl_masse,pl_rade,pl_rads,pl_ratdor,pl_disc,pl_disc_reflink,pl_facility,pl_telescope,pl_instrument,pl_mnum,pl_pelink,pl_edelink,st_sp,st_logg,st_lum,st_metfe,st_metratio,st_age
Kepler-944,Kepler-944 b,Transit,1,43.3167737,0.0002351,-0.0002351,0,,0.235,,1401.83,5409,0.86,0.83,,,,2.63,0.024,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-944_b/,,,4.54,,-0.11,[Fe/H],4.47
Kepler-945,Kepler-945 b,Transit,1,31.0033814,0.0002081,-0.0002081,0,,0.235,,1731.27,5718,0.97,0.97,,,,2.63,0.024,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-945_b/,,,4.46,,-0.01,[Fe/H],4.47
Kepler-946,Kepler-946 b,Transit,1,11.79162572,5.506E-05,-5.506E-05,0,,0.172,,1175.01,5665,0.94,0.93,,,,1.93,0.018,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-946_b/,,,4.47,,-0.09,[Fe/H],4.17
Kepler-947,Kepler-947 b,Transit,1,26.9644317,0.000157,-0.000157,0,,0.203,,1817.57,5508,0.9,0.87,,,,2.28,0.021,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-947_b/,,,4.52,,-0.07,[Fe/H],4.27
Kepler-948,Kepler-948 b,Transit,1,7.76846622,4.201E-05,-4.201E-05,0,,0.165,,890.06,5679,0.96,0.94,,,,1.85,0.017,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-948_b/,,,4.47,,-0.02,[Fe/H],4.17
Kepler-949,Kepler-949 b,Transit,1,8.6893073,9.63E-06,-9.63E-06,0,,0.26,,492.95,5403,0.89,0.86,,,,2.91,0.027,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-949_b/,,,4.53,,0.01,[Fe/H],4.57
Kepler-95,Kepler-95 b,Transit,1,11.5231,,,0,0.041,0.305,1.71,451.38,5699,1.08,1.41,,0.041,13,3.42,0.031,,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-95_b/,,,4.17,,0.3,[Fe/H],5.63
Kepler-950,Kepler-950 b,Transit,1,98.7180406,0.0001748,-0.0001748,0,,0.801,,2313.32,5857,1.02,1.02,,,,8.98,0.082,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-950_b/,,,4.44,,0.02,[Fe/H],3.8
Kepler-951,Kepler-951 b,Transit,1,71.52530845,8.419E-05,-8.419E-05,0,,0.499,,386.75,4834,0.77,0.73,,,,5.59,0.051,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-951_b/,,,4.6,,-0.01,[Fe/H],4.27
Kepler-952,Kepler-952 b,Transit,1,130.3546919,0.0002069,-0.0002069,0,,0.682,,1354.85,5730,1,0.99,,,,7.65,0.07,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-952_b/,,,4.45,,0.06,[Fe/H],4.27
Kepler-953,Kepler-953 b,Transit,2,88.40655258,8.306E-05,-8.306E-05,0,,0.376,,1123.79,5416,0.95,0.99,,,,4.21,0.039,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-953_b/,,,4.42,,0.26,[Fe/H],8.71
Kepler-953,Kepler-953 c,Transit,2,9.10967112,2.528E-05,-2.528E-05,0,,0.106,,1123.79,5416,0.95,0.99,,,,1.19,0.011,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-953_c/,,,4.42,,0.26,[Fe/H],8.71
Kepler-954,Kepler-954 b,Transit,1,16.78176602,1.593E-05,-1.593E-05,0,,0.207,,217.16,4990,0.82,0.76,,,,2.32,0.021,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-954_b/,,,4.59,,0.02,[Fe/H],3.39
Kepler-955,Kepler-955 b,Transit,1,14.53244172,1.662E-05,-1.662E-05,0,,0.279,,559.19,5350,0.89,0.84,,,,3.13,0.029,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-955_b/,,,4.54,,0.02,[Fe/H],4.37
Kepler-956,Kepler-956 b,Transit,1,5.24867263,3.12E-06,-3.12E-06,0,,0.268,,553.64,6040,1.1,1.15,,,,3,0.027,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-956_b/,,,4.36,,0.02,[Fe/H],3.47
Kepler-957,Kepler-957 b,Transit,1,5.90741354,5.07E-06,-5.07E-06,0,,0.491,,844.37,4963,0.81,0.75,,,,5.5,0.05,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-957_b/,,,4.6,,-0.01,[Fe/H],2.75
Kepler-958,Kepler-958 b,Transit,1,9.7678805,1.11E-05,-1.11E-05,0,,0.184,,455.69,5421,0.91,0.86,,,,2.06,0.019,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-958_b/,,,4.53,,0.01,[Fe/H],4.37
Kepler-959,Kepler-959 b,Transit,1,14.80074836,4.706E-05,-4.706E-05,0,,0.391,,826.76,7005,1.6,2.01,,,,4.38,0.04,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-959_b/,,,4.04,,0.02,[Fe/H],1.35
Kepler-96,Kepler-96 b,Transit,1,16.2385,,,0,0.027,0.238,2.26,123.32,5690,1,1.02,,0.027,8.46,2.67,0.025,,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-96_b/,,,4.42,,0.04,[Fe/H],2.34
Kepler-960,Kepler-960 b,Transit,1,3.12686223,1.67E-06,-1.67E-06,0,,0.204,,287.28,4755,0.77,0.72,,,,2.29,0.021,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-960_b/,,,4.61,,0.02,[Fe/H],3.63
Kepler-961,Kepler-961 b,Transit,1,16.87727414,2.872E-05,-2.872E-05,0,,0.227,,583.96,5582,0.96,0.9,,,,2.55,0.023,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-961_b/,,,4.51,,0.05,[Fe/H],2.82
Kepler-962,Kepler-962 b,Transit,1,12.05707239,1.586E-05,-1.586E-05,0,,0.176,,416.43,5478,0.93,0.86,,,,1.97,0.018,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-962_b/,,,4.54,,0.01,[Fe/H],2.4
Kepler-963,Kepler-963 b,Transit,1,9.97683705,1.568E-05,-1.568E-05,0,,0.237,,788.83,5461,0.91,0.87,,,,2.66,0.024,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-963_b/,,,4.52,,-0.02,[Fe/H],4.07
Kepler-964,Kepler-964 b,Transit,1,13.5225106,2.258E-05,-2.258E-05,0,,0.189,,460.62,5427,0.93,0.84,,,,2.12,0.019,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-964_b/,,,4.55,,0.03,[Fe/H],1.91
Kepler-965,Kepler-965 b,Transit,1,134.2527298,0.0005661,-0.0005661,0,,0.302,,592.73,5886,1.05,1.15,,,,3.38,0.031,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-965_b/,,,4.33,,0.03,[Fe/H],5.5
Kepler-966,Kepler-966 b,Transit,1,99.747622,0.0004523,-0.0004523,0,,0.368,,1058.9,5840,1.02,1.02,,,,4.13,0.038,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-966_b/,,,4.43,,0.04,[Fe/H],4.07
Kepler-967,Kepler-967 b,Transit,2,13.22713379,2.209E-05,-2.209E-05,0,,0.21,,372.18,5178,0.84,0.8,,,,2.35,0.022,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-967_b/,,,4.56,,-0.03,[Fe/H],5.89
Kepler-967,Kepler-967 c,Transit,2,198.7112502,0.0006558,-0.0006558,0,,0.326,,372.18,5178,0.84,0.8,,,,3.65,0.033,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-967_c/,,,4.56,,-0.03,[Fe/H],5.89
Kepler-968,Kepler-968 b,Transit,2,3.69298373,3.61E-06,-3.61E-06,0,,0.178,,292.78,4598,0.76,0.7,,,,2,0.018,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-968_b/,,,4.63,,0.13,[Fe/H],2.14
Kepler-968,Kepler-968 c,Transit,2,5.70940492,9.54E-06,-9.54E-06,0,,0.151,,292.78,4598,0.76,0.7,,,,1.69,0.015,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-968_c/,,,4.63,,0.13,[Fe/H],2.14
Kepler-969,Kepler-969 b,Transit,2,34.1731714,7.358E-05,-7.358E-05,0,,0.185,,394.8,5214,0.92,0.82,,,,2.07,0.019,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-969_b/,,,4.57,,0.22,[Fe/H],1.51
Kepler-969,Kepler-969 c,Transit,2,1.6829346,2.93E-06,-2.93E-06,0,,0.088,,394.8,5214,0.92,0.82,,,,0.99,0.009,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-969_c/,,,4.57,,0.22,[Fe/H],1.51
Kepler-97,Kepler-97 b,Transit,2,2.58664,,,0,0.011,0.132,5.44,405.58,5779,0.94,0.98,,0.011,3.51,1.48,0.014,,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,4.43,,-0.2,[Fe/H],8.42
Kepler-97,Kepler-97 c,Radial Velocity,2,789,,,-1,1.08,,,405.58,5779,0.94,0.98,,1.08,344,,,,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,W. M. Keck Observatory,10 m Keck I Telescope,HIRES Spectrometer,0,,,,4.43,,-0.2,[Fe/H],8.42
Kepler-970,Kepler-970 b,Transit,1,16.73652231,2.699E-05,-2.699E-05,0,,0.247,,334.73,4511,0.7,0.67,,,,2.77,0.025,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-970_b/,,,4.64,,-0.08,[Fe/H],4.68
Kepler-971,Kepler-971 b,Transit,1,9.59070716,2.32E-05,-2.32E-05,0,,0.19,,341.67,5431,0.88,0.85,,,,2.13,0.02,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-971_b/,,,4.54,,-0.06,[Fe/H],4.47
Kepler-972,Kepler-972 b,Transit,1,7.03932553,1.608E-05,-1.608E-05,0,,0.415,,1239.7,6146,1.15,1.22,,,,4.65,0.043,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-972_b/,,,4.33,,0.04,[Fe/H],2.82
Kepler-973,Kepler-973 b,Transit,1,49.6077331,0.0001208,-0.0001208,0,,0.175,,331.57,5213,0.86,0.78,,,,1.96,0.018,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-973_b/,,,4.58,,-0.06,[Fe/H],2.29
Kepler-974,Kepler-974 b,Transit,1,4.19449651,5.03E-06,-5.03E-06,0,,0.14,,134.83,3687,0.52,0.5,,,,1.57,0.014,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-974_b/,,,4.76,,0.07,[Fe/H],4.37
Kepler-975,Kepler-975 b,Transit,1,1.97034246,2.36E-06,-2.36E-06,0,,0.132,,431.37,4897,0.8,0.75,,,,1.48,0.014,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-975_b/,,,4.59,,0.07,[Fe/H],3.89
Kepler-976,Kepler-976 b,Transit,1,105.9564148,0.0004626,-0.0004626,0,,0.353,,1042.07,5232,0.87,0.83,,,,3.96,0.036,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-976_b/,,,4.55,,0.07,[Fe/H],4.68
Kepler-977,Kepler-977 b,Transit,1,26.85328322,6.393E-05,-6.393E-05,0,,0.234,,578.18,5315,0.87,0.83,,,,2.62,0.024,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-977_b/,,,4.55,,-0.01,[Fe/H],4.57
Kepler-978,Kepler-978 b,Transit,1,49.6221509,0.000171,-0.000171,0,,0.267,,1040.58,6002,1.07,1.09,,,,2.99,0.027,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-978_b/,,,4.38,,-0.01,[Fe/H],3.63
Kepler-979,Kepler-979 b,Transit,1,8.0880135,1.135E-05,-1.135E-05,0,,0.243,,586.16,5310,0.87,0.83,,,,2.72,0.025,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-979_b/,,,4.54,,-0.02,[Fe/H],4.57
Kepler-98,Kepler-98 b,Transit,1,1.54168,,,0,0.011,0.178,2.18,353.87,5539,0.99,1.11,,0.011,3.55,1.99,0.018,,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,4.34,,0.18,[Fe/H],2.79
Kepler-980,Kepler-980 b,Transit,1,11.55102504,2.754E-05,-2.754E-05,0,,0.238,,988.67,5935,1.05,1.06,,,,2.67,0.024,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-980_b/,,,4.41,,0.01,[Fe/H],3.55
Kepler-981,Kepler-981 b,Transit,1,4.46975774,5.86E-06,-5.86E-06,0,,0.206,,900.8,5718,0.98,0.96,,,,2.31,0.021,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-981_b/,,,4.47,,0.01,[Fe/H],4.07
Kepler-982,Kepler-982 b,Transit,1,15.7738221,4.115E-05,-4.115E-05,0,,0.201,,820.25,6139,1.16,1.29,,,,2.25,0.021,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-982_b/,,,4.28,,0.05,[Fe/H],3.55
Kepler-983,Kepler-983 b,Transit,1,60.0855082,0.0002611,-0.0002611,0,,0.211,,,6052,1.13,1.08,,,,2.36,0.022,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-983_b/,,,4.42,,0.12,[Fe/H],1.41
Kepler-984,Kepler-984 b,Transit,1,43.0342272,0.0001479,-0.0001479,0,,0.189,,466.37,5610,0.96,0.93,,,,2.12,0.019,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-984_b/,,,4.49,,0.04,[Fe/H],3.98
Kepler-985,Kepler-985 b,Transit,1,116.331901,0.001381,-0.001381,0,,0.266,,692.85,5434,0.91,0.85,,,,2.98,0.027,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-985_b/,,,4.54,,0,[Fe/H],3.39
Kepler-986,Kepler-986 b,Transit,1,56.4349938,0.0001446,-0.0001446,0,,0.211,,557.12,5642,0.96,0.98,,,,2.36,0.022,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-986_b/,,,4.43,,0.04,[Fe/H],6.17
Kepler-987,Kepler-987 b,Transit,1,105.3033148,0.0004783,-0.0004783,0,,0.291,,938.72,5637,0.97,0.91,,,,3.26,0.03,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-987_b/,,,4.51,,0.01,[Fe/H],2.45
Kepler-988,Kepler-988 b,Transit,1,17.76080053,2.728E-05,-2.728E-05,0,,0.185,,307.57,4005,0.55,0.53,,,,2.07,0.019,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-988_b/,,,4.73,,-0.32,[Fe/H],3.16
Kepler-989,Kepler-989 b,Transit,1,7.96431535,9.62E-06,-9.62E-06,0,,0.197,,499.04,5074,0.82,0.78,,,,2.21,0.02,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-989_b/,,,4.58,,0.01,[Fe/H],4.68
Kepler-99,Kepler-99 b,Transit,1,4.60358,,,0,0.019,0.132,10.9,209.63,4782,0.79,0.73,,0.019,6.15,1.48,0.014,,2014,<a refstr=MARCY_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJS..210...20M/abstract target=ref> Marcy et al. 2014 </a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,,,,4.61,,0.18,[Fe/H],1.47
Kepler-990,Kepler-990 b,Transit,2,9.91723428,2.468E-05,-2.468E-05,0,,0.232,,820.98,5948,1.05,1.08,,,,2.6,0.024,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-990_b/,,,4.39,,0.01,[Fe/H],3.55
Kepler-990,Kepler-990 c,Transit,2,0.53835431,6.7E-07,-6.7E-07,0,,0.136,,820.98,5948,1.05,1.08,,,,1.53,0.014,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-990_c/,,,4.39,,0.01,[Fe/H],3.55
Kepler-991,Kepler-991 b,Transit,1,82.5342519,0.0003449,-0.0003449,0,,0.227,,393.95,4392,0.64,0.61,,,,2.54,0.023,,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,http://exoplanet.eu/catalog/kepler-991_b/,,,4.67,,-0.25,[Fe/H],3.47
